trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_buy_probability,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return
2026-01-15,"GEE,STB,MIG,PGV,BCM",5,-0.019138520646120406,-0.001673253046089754,0.37512460350990295,0.004,-0.023138520646120406,-0.2949923166421713,-0.5454020470543774,-0.16183780456172425
2026-01-16,"DGW,FCN,CTR,DGC,ACV",5,0.0046920220113229275,-0.014455053881335679,0.3735857605934143,0.004,0.0006920220113229274,-0.29168440507370463,-0.5450874552646368,-0.1739534842580832
2026-01-19,"DGC,ACV,CTR",3,-0.041346485728007476,-0.035178820895809565,0.3630709648132324,0.004,-0.04534648572800748,-0.32097076571024985,-0.5657161404819704,-0.20301282668697562
2026-01-20,"CTR,VNP,OIL",3,-0.03669880515518098,-0.03081107785293433,0.3831169605255127,0.004,-0.040698805155180984,-0.34589032727412117,-0.5833909746625348,-0.22756886053171332
2026-01-21,"OIL,DGC,BCM",3,-0.05151858632087466,-0.021694341095317433,0.3695649802684784,0.004,-0.055518586320874655,-0.37958913291176843,-0.6065205187977882,-0.24432624514398305
2026-01-22,"DGC,VOS,GEE,DRI,BCM",5,-0.069272981652889,-0.029404692078139866,0.3797093629837036,0.004,-0.07327298165288901,-0.42256684352482443,-0.6353519336047062,-0.26654659921705603
2026-01-23,"DRI,OIL,VJC,TTN,SHS",5,0.00010115161150427986,-0.0075717935229022825,0.37208232283592224,0.004,-0.0038988483884957203,-0.42250843523051096,-0.6367736411307395,-0.27210015692645495
2026-01-26,"GEE,OIL,BCM,HT1,CSV",5,0.015988365151038807,0.012589007684032927,0.3698202073574066,0.004,0.011988365151038807,-0.4132752892213316,-0.6324191509081325,-0.2629366202087957
2026-01-27,"VCG,GEE,DRI,NVL",4,0.02472960019371881,0.02703519886333576,0.38816606998443604,0.004,0.02072960019371881,-0.39876582169999986,-0.6247993468675905,-0.24300996516125817
2026-01-28,"VHM,GEE,VOS,PC1,SHS",5,0.030945651542558284,0.029004123192298538,0.38277167081832886,0.004,0.026945651542558284,-0.3801602383228516,-0.6146893208097443,-0.22105413293545284
2026-01-29,"VVS,VCG,DGW,DRI,VOS",5,0.07769639079847959,0.008411288297961115,0.39605990052223206,0.004,0.07369639079847959,-0.3320009259671475,-0.5862933144173116,-0.21450219467906773
2026-01-30,"NVL,VCG,VOS,VHM,GEE",5,-0.03887962904385693,-0.027211805132979962,0.39584478735923767,0.004,-0.042879629043856934,-0.3579724821671847,-0.6040329036280607,-0.23587700788984434
2026-02-02,"VHM,DGW,VHC,GEE,VCG",5,-0.062036509022994624,-0.02690630168563496,0.40651369094848633,0.004,-0.06603650902299463,-0.397801628070231,-0.6301811883604354,-0.2564367316404903
2026-02-03,"GEE,DGW,VHM,DPR,VOS",5,-0.0770489059367857,-0.03616071904922135,0.41484031081199646,0.004,-0.08104890593678571,-0.4442003537843333,-0.6601545984386643,-0.28332451408295933
2026-02-04,"VOS,VHM,MIG,DGW,CTI",5,-0.036597048879933404,-0.02560183551893988,0.4073985517024994,0.004,-0.0405970488799334,-0.4645409806043378,-0.6739513188174704,-0.30167272199386375
2026-02-05,"VHM,NVL,DGW,DRI,OIL",5,0.006434950000708595,-0.014550025806237432,0.40359535813331604,0.004,0.0024349500007085946,-0.46109532858709823,-0.673157406580994,-0.3118334019100526
2026-02-06,"GEE,VCG,BCM,VOS,DGW",5,0.0063169769664658485,0.017027019725510732,0.3932272791862488,0.004,0.0023169769664658484,-0.45769108019066207,-0.6724001198203822,-0.30011597566993753
2026-02-09,"GEE,BCM,DGW,DST,VOS",5,0.054041337544691426,0.036053020387163986,0.38272055983543396,0.004,0.05004133754469142,-0.42838398080174855,-0.6560065836367135,-0.2748830426721154
2026-02-10,"GEE,MIG,VHM,DGW,DST",5,0.06278772800348786,0.044901368684972416,0.37700656056404114,0.004,0.05878772800348786,-0.39249350966589225,-0.6357839922405579,-0.2423242988314106
2026-02-11,"VOS,BCM,DST,VHM,FDC",5,0.06738572437658315,0.028686256962468622,0.3760298788547516,0.004,0.06338572437658314,-0.3515562447512527,-0.6126978967591785,-0.22058941897346984
2026-02-12,"VOS,BCM",2,0.05425468542363554,0.03222602794317329,0.3625122904777527,0.004,0.05025468542363554,-0.31637513279531104,-0.5932341513968986,-0.19547211181010404
2026-02-13,"GEE,NVL,VOS",3,0.043217966276682396,0.02394387597685509,0.3837113678455353,0.004,0.03921796627668239,-0.2868302563385572,-0.5772816220638761,-0.17620859583536408
2026-02-23,,0,0.0,-0.0036298808413137216,0.0,0.0,0.0,-0.2868302563385572,-0.5772816220638761,-0.1791988604705803
2026-02-24,DGC,1,-0.017310252996005304,-0.014657227992770788,0.3957591652870178,0.004,-0.021310252996005304,-0.29917540503043305,-0.5862898576437559,-0.19122952990938913
2026-02-25,,0,0.0,-0.021986206425956188,0.0,0.0,0.0,-0.29917540503043305,-0.5862898576437559,-0.20901132441601888
2026-02-26,"VVS,GEE,VOS",3,0.0497724052693456,-0.032687080034753305,0.38562798500061035,0.004,0.045772405269345603,-0.26429367926688285,-0.5673533493437872,-0.23486643456141598
2026-02-27,PC1,1,-0.06633499170812607,-0.04078308064943876,0.41070884466171265,0.004,-0.07033499170812607,-0.3130967519523301,-0.5977835479302405,-0.26607093846829044
2026-03-02,"VOS,POW,DPR,CSV,NVL",5,-0.12300608241162073,-0.09208437396375967,0.40520310401916504,0.004,-0.12700608241162073,-0.3975900294904917,-0.6488674837891221,-0.3336543366332476
2026-03-03,"PVT,ELC,DGW,NVL,DPR",5,-0.08174327479175239,-0.07068094588085504,0.39298227429389954,0.004,-0.0857432747917524,-0.4468329932471419,-0.6789747356149108,-0.3807522784036155
2026-03-04,"PVT,ELC,GEE,VCI",4,-0.06873191237107007,-0.04116203850105724,0.3859260678291321,0.004,-0.07273191237107007,-0.48485321948184645,-0.7023235170130668,-0.40624177696165786
2026-03-05,"GEE,DGW,DRI,POW,ELC",5,-0.06662563798643002,-0.035712778058825036,0.37949317693710327,0.004,-0.07062563798643003,-0.5191752023905238,-0.7233471085375756,-0.42744653260162846
2026-03-06,"PVT,VVS,POW,DPR,DRI",5,-0.04203850244185081,-0.023602350175244705,0.4041026532649994,0.004,-0.046038502441850815,-0.5393883568189323,-0.7360837933567135,-0.4409601400332154
2026-03-09,"DGW,GDA,VRE,ACV,MML",5,0.07836917430193835,0.033310041009487326,0.44845184683799744,0.004,0.07436917430193835,-0.503290602668973,-0.7164565629837526,-0.4223384993717837
2026-03-10,"GEE,NLG,VOS,VRE,SHS",5,0.06810355916424796,0.027043335269003148,0.42456918954849243,0.004,0.06410355916424795,-0.4694629248404014,-0.6982804194933474,-0.4067166057382994
