time,symbol,volume
2022-01-17 07:00:00,KDC,1803000.0
2022-01-18 07:00:00,KDC,2095000.0
2022-01-19 07:00:00,KDC,1642000.0
2022-01-20 07:00:00,KDC,2435800.0
2022-01-21 07:00:00,KDC,2082000.0
2022-01-24 07:00:00,KDC,2122300.0
2022-01-25 07:00:00,KDC,2005100.0
2022-01-26 07:00:00,KDC,2137100.0
2022-01-27 07:00:00,KDC,1606000.0
2022-01-28 07:00:00,KDC,1574000.0
2022-02-07 07:00:00,KDC,2090800.0
2022-02-08 07:00:00,KDC,2368700.0
2022-02-09 07:00:00,KDC,1762000.0
2022-02-10 07:00:00,KDC,1986900.0
2022-02-11 07:00:00,KDC,2112900.0
2022-02-14 07:00:00,KDC,2131900.0
2022-02-15 07:00:00,KDC,2201000.0
2022-02-16 07:00:00,KDC,1555300.0
2022-02-17 07:00:00,KDC,2840300.0
2022-02-18 07:00:00,KDC,2437200.0
2022-02-21 07:00:00,KDC,2481200.0
2022-02-22 07:00:00,KDC,2081800.0
2022-02-23 07:00:00,KDC,2404900.0
2022-02-24 07:00:00,KDC,2253000.0
2022-02-25 07:00:00,KDC,2507200.0
2022-02-28 07:00:00,KDC,2178000.0
2022-03-01 07:00:00,KDC,2048800.0
2022-03-02 07:00:00,KDC,2943600.0
2022-03-03 07:00:00,KDC,2442200.0
2022-03-04 07:00:00,KDC,2470800.0
2022-03-07 07:00:00,KDC,2785400.0
2022-03-08 07:00:00,KDC,2615300.0
2022-03-09 07:00:00,KDC,2784400.0
2022-03-10 07:00:00,KDC,3120900.0
2022-03-11 07:00:00,KDC,2982400.0
2022-03-14 07:00:00,KDC,2540000.0
2022-03-15 07:00:00,KDC,2608000.0
2022-03-16 07:00:00,KDC,2574900.0
2022-03-17 07:00:00,KDC,2443200.0
2022-03-18 07:00:00,KDC,2990400.0
2022-03-21 07:00:00,KDC,2915900.0
2022-03-22 07:00:00,KDC,2878300.0
2022-03-23 07:00:00,KDC,74790000.0
2022-03-24 07:00:00,KDC,2841800.0
2022-03-25 07:00:00,KDC,2661400.0
2022-03-28 07:00:00,KDC,2025700.0
2022-03-29 07:00:00,KDC,2154700.0
2022-03-30 07:00:00,KDC,1914800.0
2022-03-31 07:00:00,KDC,1812400.0
2022-04-01 07:00:00,KDC,1846600.0
2022-04-04 07:00:00,KDC,2004100.0
2022-04-05 07:00:00,KDC,1877600.0
2022-04-06 07:00:00,KDC,1462700.0
